,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,,,
777,0.034609291,0.747382915,0.02108908,0.093345236,0.01733625,0.014469278,0.07176795,2,6.55,5.05
778,0.046783014,0.674724871,0.028309512,0.114581938,0.023273808,0.019564065,0.092762793,2,7.2,4.9
779,0.037146566,0.726155911,0.023673475,0.102714107,0.019212975,0.016003984,0.075092983,2,6.2,4.25
780,0.028904943,0.775874389,0.019063401,0.088483368,0.015351605,0.012694484,0.05962781,2,7.1,4.3
781,0.032660958,0.749239959,0.021795625,0.09816085,0.017478882,0.014469897,0.066193827,2,7.85,4.5
782,0.038257548,0.709412838,0.026162318,0.112669864,0.020818172,0.017253833,0.075425428,2,7.6,4.15
783,0.034408392,0.726519256,0.02481139,0.110900581,0.01946125,0.016019435,0.067879695,2,7.25,3.55
784,0.035606901,0.707947775,0.027327246,0.121836969,0.021050735,0.017240633,0.068989742,2,7.8,3.35
785,0.029668598,0.749988215,0.022679911,0.107070313,0.017510755,0.014294377,0.058787832,2,8.05,2.75
786,0.030991616,0.748914791,0.022480778,0.103715838,0.017614934,0.014462676,0.061819368,2,8.5,3.25
787,0.028314794,0.772105691,0.019890326,0.093518208,0.015737845,0.012939,0.057494136,2,8.1,3.55
